text
"делиться победа прошлый неделя 6 июль пройти технологически-информационный научный компьютерный игра тинк 2.0 команда студент икнт представлять свой проект номинация номинация разработка свободный тема победитель ▪команда итх–1,2 — разработка сайт икнит ; ▪команда биобаза — разработка база данные бадов призёр ▪команда мужик — разработка сайт цро пмо ; ▪команда sounion — разработка мобильный приложение управление общежитие ; ▪команда toolpen studio — разработка приложение контроль здоровье helth check номинация разработка игра победитель ▪команда монополист — игра поле фишка ; ▪команда cosmic comers — мобильный игра-аркада cosmic comers призёр ▪команда алмазный — игра blade runner 2049 ; ▪команда дух лес — 3d-игра whispering woods spirits of the forest ребята получить бесценный опыт приз лаборатория мультимедийный решение цифровой долина прикамье центр информационный развитие пермский край партнёр следить новость близкий познакомиться разработка наш студент "
выбрать совместный программа мфть совместно мфть икнт реализовать сетевой образовательный программа искусственный интеллект больший дать учебный план программа построить основание программа прикладной математика информатика мфть часть предмет читаться дистанционно преподаватель мфть очный поддержка преподаватель-куратор пгниу возможность получение образование ведущий it-вуз страна уезжать родный город отбор проводиться результат олимпиада программа мочь попасть студент поступить направление прикладной математик информатика олимпиада пройти предмет ▪ 29 июнь – математик письменно 3 час ▪ 30 июнь – информатика контест 3 час сбор 10:30 адрес г. пермь ул дзержинский далее 2 фойе корпус №5 пгниу участие олимпиада необходимо заполнить регистрационный форма 17:00 28 июнь ссылка vk.cc/cp0yev 
итог овк рассказать показывать прошлый четверг 15 июнь профбюро икнт пройти отчётно-выборный конференция выбрать председатель поставить цель воспоминание сохранить альбом скорее смотреть проходить овк потрясать фотография спасибо [ id174885172|юль шарафиев ] профбюро @ psu_iknt https //vk.com/album-220920390_293982193 
итог овк неделя состояться первый отчётно-выборный конференция профбюро икнт первый избранный председатель профбюро институт стать алла шумитовый — студентка 1 курс направление прикладной математик информатика поздравлять алла желать успех дальнейший развитие профбюро также выражать глубокий признательность полина иванов — экс-исполнять обязанность председатель профбюро икнт — бесценный вклад становление наш профбюро её энтузиазм настойчивость правильный слово решительный действие профбюро @ psu_iknt 
весь привет связь официальный группа икнт начать важный событие — 15 июнь пройти отчетно-выборный конференция профбюро полина иванов —действовать исполнять обязанность председатель подвести итог год работа делегат выбрать новый председатель пост первый председатель икнт баллотироваться студентка 1 курс направление прикладной математик информатика ▫️ [ id342884415|алл шумитовый ] ждать весь ▪️15 июнь ; ▪️17:00 ; ▪коворкинг ️студквартира общежитие 8. приходить послушать [ id221385987|полина иванов ] выбрать возглавить профбюро институт 
день ibs пгниу попасть работа крупный ит-компания 18 май суббота наш университет состояться день ibs пгниу — встреча сотрудник крупный российский ит-компания встреча студент разный факультет узнать всё современный ит-специальность задуматься подходить именно большой весь разработчик аналитик бизнес-консультант ibs многолетний стаж рассказать свой проект делать ежедневно работа проводить выходной коллега рекрутер компания поделиться информация стажерский программа возможность который ждать молодой специалист ibs самый активный участник встреча получить фирменный мерч ibs студент удивить тёплый дружеский атмосфера среди выступать студент 1 курс икнт данилов денис отметить видно спикер душа подойти выступление шутить помогать друг друг рассказать гость ibs всё максимально чётко внимание уделить именно процесс приём работа адаптация спикер очень открытый интересно отвечать вопрос покорить студент пгниу поделиться стахеева евгений студентка 1 курс икнт мероприятие принять участие 140 студент новость @ psu_iknt 
математик действие суббота 18 май пермский политех состояться студенческий олимпиада пермский край луч наука команда пгниу занять первый место разделить команда пнипа среди участник команда студент икнт ▫️ новиков евгений владимирович ▫️ рухлядева алексей павлович ▫️ коновалов андрей викторович кроме наш студент занять призовой место личный первенство новиков евгений занять 2 место рухлядева алексей 3 давать поздравить наш ребята победа пожелать дальнейший успех новость @ psu_iknt 
⚡️ студент механико-математический факультет пгниу ринат гильмутдин студентка икнт пгниу елена усков занять третий место соревнование фиджитал мини-гольф турнир игра будущее поздравлять гордость первый урал ❤ ➡ подробный соревнование — сюжет вести.пермь пгниу мехмат спортмехмат 
бегом сдк первый ряд подключаться поддерживать наш больший весна механико-математический факультет икнт выставка чувство 🎬 режиссёр — мария язик 📌 18 декабрь 18:45 большой зал сдк пгниу сктв23 пгниу сдкпгниу сдкэтополюбвить https //vk.com/video-436477_456239391 list=60f562605cf8e98690 
встречать призёр недавно пройти очередной чемпионат rucode.старт который принять участие наш ребята rucode это всероссийский фестиваль искусственный интеллект алгоритмический программирование объединять весь интересоваться программирование искусственный интеллект студент икнт стать призёр rucode.старт единственный пермский край смочь осилить данный чемпионат поздравлять первокурсник группа пми-мфть ▫️гришков василий александрович ▫️колупаев артём алексеевич ▫️рухлядево алексей павлович желать успех дальнейший победа фестиваль rucode продолжаться узнать информация поучаствовать этап ссылка https //rucode.net/ новость @ psu_iknt 
наш информационный безопасность надёжный рука студент 1 курс икнт молоков никита принимать участие всероссийский студенческий олимпиада информационный безопасность который проводиться г. тверь 16 19 май 2024 год первокурсник занять 48 место среди 77 участник студент разный российский вуз основное выпускной курс никита — единственный первокурсник который войти круг 50 хороший студент олимпиада надежда выпускной курс занять 1 место новость @ psu_iknt 
